customer_id,online_order,list_price,order_status_Approved,order_status_Cancelled,brand_Giant Bicycles,brand_Norco Bicycles,brand_OHM Cycles,brand_Solex,brand_Trek Bicycles,brand_WeareA2B,product_line_Mountain,product_line_Road,product_line_Standard,product_line_Touring,offline_order,recency,top_customer
34,3.0,13133.000000000002,9,0,1,1,0,4,0,3,0,2,6,1,6.0,944.5823481728935,0.0
35,1.0,4182.28,4,0,0,1,1,0,1,1,0,1,3,0,3.0,934.5823481728935,0.0
36,0.0,1781.04,2,0,0,0,0,0,1,1,0,1,1,0,2.0,1005.5823481728935,0.0
37,4.0,11291.71,9,0,0,2,1,3,2,1,0,3,6,0,5.0,849.5823481728935,1.0
38,1.0,4502.59,4,0,1,0,0,3,0,0,0,0,4,0,3.0,892.5823481728935,0.0
39,4.0,11237.19,12,0,1,1,2,5,3,0,0,3,9,0,8.0,876.5823481728935,0.0
40,4.0,6175.27,6,0,1,0,0,2,1,2,0,0,6,0,2.0,856.5823481728935,0.0
41,5.0,9114.150000000001,8,1,2,2,0,3,0,2,0,2,6,1,4.0,871.5823481728935,0.0
42,2.0,1936.46,4,0,0,1,0,1,2,0,1,1,2,0,2.0,953.5823481728935,0.0
43,3.0,6574.59,9,0,1,2,4,1,0,1,0,3,5,1,6.0,903.5823481728935,0.0
44,2.0,7497.399999999999,7,0,1,1,0,3,2,0,0,0,7,0,5.0,877.5823481728935,0.0
45,2.0,2912.33,3,0,0,0,0,1,1,1,0,0,3,0,1.0,885.5823481728935,0.0
46,2.0,4923.14,5,0,1,1,1,2,0,0,1,1,3,0,3.0,895.5823481728935,0.0
47,3.0,8022.01,7,0,2,1,0,1,2,1,0,2,4,1,4.0,877.5823481728935,0.0
48,5.0,9654.119999999999,8,0,1,0,2,2,1,2,0,2,6,0,3.0,924.5823481728935,0.0
49,3.0,7582.920000000001,5,0,0,1,1,1,1,1,0,1,4,0,2.0,878.5823481728935,0.0
50,5.0,9252.66,8,0,3,1,1,1,0,2,0,4,2,2,3.0,868.5823481728935,0.0
51,4.0,9667.460000000003,8,0,3,2,0,2,0,1,0,2,5,1,4.0,897.5823481728935,0.0
52,2.0,10106.57,7,0,0,0,1,3,1,2,0,2,5,0,5.0,846.5823481728935,0.0
53,2.0,5472.74,5,0,1,1,2,0,0,1,0,0,5,0,3.0,849.5823481728935,0.0
54,5.0,9813.66,7,0,1,2,1,1,2,0,0,1,6,0,2.0,909.5823481728935,0.0
55,4.0,6754.209999999999,8,0,1,1,0,2,2,2,0,0,8,0,4.0,888.5823481728935,0.0
56,3.0,5060.86,7,0,1,0,6,0,0,0,0,2,3,2,4.0,844.5823481728935,0.0
57,2.0,8748.75,6,0,3,0,0,2,0,1,0,1,4,1,4.0,877.5823481728935,0.0
58,4.0,6967.3099999999995,8,0,1,1,2,1,1,2,0,2,6,0,4.0,862.5823481728935,0.0
59,1.0,2797.47,3,0,0,0,0,1,0,2,0,0,1,2,2.0,864.5823481728935,0.0
60,0.0,1526.9,2,0,0,1,0,1,0,0,0,0,2,0,2.0,1042.5823481728935,0.0
61,2.0,8397.28,7,0,0,0,2,2,0,3,0,0,5,2,5.0,889.5823481728935,0.0
62,3.0,5845.95,6,0,1,0,3,1,0,1,0,0,5,1,3.0,847.5823481728935,0.0
63,1.0,4156.66,3,0,0,1,0,1,0,1,0,0,2,1,2.0,910.5823481728935,0.0
64,4.0,4111.12,5,0,1,0,1,2,1,0,0,2,3,0,1.0,845.5823481728935,0.0
65,1.0,8056.47,6,0,2,2,0,1,1,0,0,1,5,0,5.0,978.5823481728935,0.0
66,3.0,6489.33,4,1,1,0,1,2,1,0,0,0,5,0,2.0,885.5823481728935,0.0
67,4.0,5304.15,5,0,1,0,0,3,1,0,0,2,3,0,1.0,958.5823481728935,0.0
68,3.0,5127.98,3,0,0,0,0,1,2,0,0,0,3,0,0.0,926.5823481728935,0.0
69,3.0,8395.75,6,0,1,0,1,0,2,2,0,1,4,1,3.0,862.5823481728935,0.0
70,3.0,4801.11,5,0,0,1,2,0,1,1,0,2,3,0,2.0,846.5823481728935,0.0
71,0.0,1415.01,1,0,0,0,0,0,0,1,0,0,1,0,1.0,973.5823481728935,0.0
72,2.0,4360.42,5,0,1,0,1,2,1,0,0,0,5,0,3.0,864.5823481728935,0.0
73,2.0,5265.87,6,0,2,1,0,3,0,0,0,1,5,0,4.0,1010.5823481728935,0.0
74,1.0,2985.6400000000003,3,0,1,0,0,0,1,1,0,2,1,0,2.0,870.5823481728935,0.0
75,3.0,7130.63,8,0,0,1,2,1,2,2,1,0,6,1,5.0,902.5823481728935,0.0
76,3.0,7425.04,8,0,3,0,1,2,2,0,1,1,5,1,5.0,843.5823481728935,0.0
77,2.0,2964.73,3,0,1,1,0,1,0,0,1,1,1,0,1.0,943.5823481728935,0.0
78,1.0,1139.12,2,0,2,0,0,0,0,0,0,0,2,0,1.0,1053.5823481728935,0.0
79,3.0,6761.429999999999,6,0,2,1,0,2,0,1,0,1,5,0,3.0,885.5823481728935,0.0
80,8.0,12564.820000000002,10,0,1,2,3,1,2,1,1,3,6,0,2.0,870.5823481728935,0.0
81,2.0,4421.7,4,0,0,0,1,1,2,0,0,0,4,0,2.0,846.5823481728935,0.0
82,4.0,5293.91,5,0,3,0,0,0,0,2,0,0,4,1,1.0,920.5823481728935,0.0
83,3.0,4464.650000000001,6,0,1,2,1,1,1,0,0,2,4,0,3.0,922.5823481728935,0.0
84,1.0,5464.65,7,0,1,1,2,3,0,0,0,1,6,0,6.0,870.5823481728935,0.0
85,3.0,3158.6299999999997,6,0,1,0,0,1,1,3,0,1,5,0,3.0,879.5823481728935,0.0
86,4.0,7319.349999999999,9,0,2,2,1,0,2,2,1,1,7,0,5.0,842.5823481728935,0.0
87,5.0,7994.73,9,0,1,1,0,2,3,2,0,1,8,0,4.0,860.5823481728935,0.0
88,2.0,5550.83,6,0,1,1,3,0,1,0,0,3,3,0,4.0,916.5823481728935,0.0
89,4.0,12741.44,9,0,1,0,0,4,0,4,0,1,7,1,5.0,846.5823481728935,1.0
90,2.0,7703.580000000001,7,0,1,2,1,2,0,1,0,2,5,0,5.0,872.5823481728935,0.0
91,3.0,8066.4400000000005,8,0,1,0,0,4,1,2,0,1,6,1,5.0,851.5823481728935,0.0
92,2.0,5098.43,3,0,0,0,0,0,2,1,0,0,3,0,1.0,876.5823481728935,0.0
93,2.0,5276.13,3,0,1,0,1,0,1,0,0,0,3,0,1.0,921.5823481728935,0.0
94,2.0,8305.77,7,0,2,0,0,2,2,1,0,0,6,1,5.0,875.5823481728935,0.0
95,1.0,5049.799999999999,4,0,1,0,1,0,1,1,0,0,4,0,3.0,880.5823481728935,0.0
96,2.0,3874.84,4,0,0,0,1,3,0,0,0,1,3,0,2.0,912.5823481728935,0.0
97,5.0,8895.95,8,0,3,1,2,0,2,0,0,3,5,0,3.0,944.5823481728935,0.0
98,2.0,6180.05,5,0,1,2,1,1,0,0,0,2,3,0,3.0,964.5823481728935,0.0
99,5.0,8279.06,9,0,1,2,0,1,3,2,0,2,7,0,4.0,844.5823481728935,1.0
100,2.0,2748.2,2,0,0,0,2,0,0,0,0,1,1,0,0.0,853.5823481728935,0.0
101,3.0,4309.82,4,0,0,0,2,1,1,0,0,1,3,0,1.0,850.5823481728935,0.0
102,4.0,6659.219999999999,7,0,1,2,1,1,0,2,0,1,6,0,3.0,884.5823481728935,0.0
103,3.0,4909.84,5,0,0,0,2,2,1,0,0,1,4,0,2.0,891.5823481728935,0.0
104,3.0,8985.640000000001,9,0,0,2,1,4,1,1,1,1,7,0,6.0,906.5823481728935,0.0
105,2.0,6234.35,4,0,1,1,1,0,1,0,0,0,4,0,2.0,931.5823481728935,0.0
106,2.0,2906.16,3,0,0,0,0,1,0,2,0,0,3,0,1.0,843.5823481728935,0.0
107,2.0,3345.1000000000004,4,0,0,0,2,0,0,2,0,0,2,2,2.0,923.5823481728935,0.0
108,2.0,3556.66,3,0,0,1,0,1,1,0,1,1,1,0,1.0,852.5823481728935,0.0
109,6.0,10661.51,10,0,2,1,0,4,2,1,0,3,6,1,4.0,850.5823481728935,1.0
110,4.0,7788.71,7,0,1,2,1,0,2,1,2,0,5,0,3.0,856.5823481728935,0.0
111,2.0,4873.0599999999995,4,0,0,0,1,3,0,0,0,1,3,0,2.0,989.5823481728935,0.0
112,4.0,9059.890000000001,6,0,2,0,1,1,2,0,0,1,5,0,2.0,889.5823481728935,0.0
113,3.0,5412.969999999999,5,1,1,1,0,3,0,1,0,1,4,1,3.0,1017.5823481728935,0.0
114,1.0,3233.0,4,0,0,0,1,1,1,1,0,1,3,0,3.0,912.5823481728935,0.0
115,5.0,8398.18,8,0,4,0,0,1,3,0,0,2,5,1,3.0,856.5823481728935,1.0
116,4.0,5663.920000000001,8,0,2,1,0,1,2,2,1,0,6,1,4.0,854.5823481728935,0.0
117,7.0,12856.83,10,0,1,1,0,4,1,3,0,1,8,1,3.0,847.5823481728935,1.0
118,3.0,5319.51,5,0,1,0,0,2,1,1,0,0,5,0,2.0,911.5823481728935,0.0
119,2.0,5217.66,4,0,1,0,1,2,0,0,0,0,4,0,2.0,872.5823481728935,0.0
120,3.0,3118.34,3,0,0,1,0,2,0,0,0,0,3,0,0.0,971.5823481728935,0.0
121,1.0,4327.4400000000005,4,0,0,1,0,2,0,1,0,1,3,0,3.0,953.5823481728935,0.0
122,3.0,6533.39,5,0,0,0,1,1,1,2,1,1,3,0,2.0,850.5823481728935,0.0
123,2.0,5337.790000000001,4,0,0,1,1,1,0,1,0,0,4,0,2.0,1033.5823481728935,0.0
124,3.0,8272.15,7,0,0,2,1,3,1,0,1,2,4,0,4.0,844.5823481728935,0.0
125,6.0,7107.32,9,1,1,3,1,2,0,3,0,0,10,0,4.0,925.5823481728935,0.0
126,0.0,3448.12,3,0,1,1,1,0,0,0,0,0,3,0,3.0,853.5823481728935,0.0
127,8.0,9949.619999999999,10,0,0,1,4,3,0,2,0,3,7,0,2.0,865.5823481728935,0.0
128,3.0,3679.75,4,0,1,0,1,0,2,0,0,2,2,0,1.0,979.5823481728935,0.0
129,3.0,4090.48,4,0,0,0,1,1,1,1,1,0,3,0,1.0,1020.5823481728935,0.0
130,1.0,3340.42,2,0,0,0,1,1,0,0,0,1,1,0,1.0,918.5823481728935,0.0
131,4.0,8745.28,6,0,0,2,0,2,1,1,0,3,3,0,2.0,1047.5823481728935,0.0
132,4.0,7365.93,6,0,4,1,0,0,1,0,0,2,4,0,2.0,849.5823481728935,0.0
133,4.0,3164.55,5,0,0,1,2,2,0,0,0,1,4,0,1.0,868.5823481728935,0.0
134,1.0,7170.95,6,0,1,1,0,2,1,1,0,0,5,1,5.0,856.5823481728935,0.0
135,2.0,6860.460000000001,6,1,1,1,0,3,2,0,1,1,5,0,5.0,957.5823481728935,0.0
136,6.0,9406.85,8,0,4,0,2,0,1,1,0,2,6,0,2.0,862.5823481728935,0.0
137,3.0,3507.0499999999997,5,0,0,3,1,0,0,1,0,3,2,0,2.0,869.5823481728935,0.0
138,4.0,4927.349999999999,7,0,0,2,1,2,0,2,0,1,4,2,3.0,906.5823481728935,0.0
139,7.0,10638.89,9,0,1,1,1,5,1,0,0,1,7,1,2.0,868.5823481728935,0.0
140,4.0,7649.339999999999,6,0,1,0,2,1,2,0,0,1,5,0,2.0,845.5823481728935,0.0
141,2.0,4053.9800000000005,3,0,1,0,1,0,0,1,0,0,2,1,1.0,1001.5823481728935,0.0
142,6.0,12474.740000000002,11,0,4,1,1,0,2,3,0,1,10,0,5.0,846.5823481728935,1.0
143,2.0,4689.21,4,0,1,1,0,0,1,1,0,2,2,0,2.0,855.5823481728935,0.0
144,5.0,8961.14,8,0,1,3,1,1,1,1,0,1,7,0,3.0,848.5823481728935,1.0
145,1.0,8149.189999999999,7,0,1,1,1,3,1,0,0,1,6,0,6.0,870.5823481728935,0.0
146,1.0,1973.29,2,0,0,1,0,0,1,0,0,0,2,0,1.0,1036.5823481728935,0.0
147,1.0,8079.089999999999,6,0,0,0,0,3,2,1,0,1,4,1,5.0,876.5823481728935,0.0
148,3.0,5808.83,5,0,0,0,2,1,0,2,0,0,3,2,2.0,885.5823481728935,0.0
149,2.0,7091.73,5,1,1,0,2,1,2,0,0,2,3,1,4.0,860.5823481728935,0.0
150,1.0,3630.96,4,0,0,0,1,2,0,1,0,2,1,1,3.0,917.5823481728935,0.0
151,6.0,13047.54,8,0,1,0,1,1,1,4,0,0,7,1,2.0,842.5823481728935,1.0
152,2.0,2941.37,2,0,0,0,1,1,0,0,0,0,2,0,0.0,1000.5823481728935,0.0
153,4.0,7808.16,7,0,0,0,0,1,4,2,1,1,5,0,3.0,906.5823481728935,0.0
154,4.0,3558.3100000000004,6,0,0,3,0,1,0,2,0,2,4,0,2.0,865.5823481728935,0.0
155,1.0,4008.51,3,0,0,1,1,0,1,0,0,1,2,0,2.0,850.5823481728935,0.0
156,3.0,4831.579999999999,5,0,0,2,0,1,1,1,0,0,5,0,2.0,858.5823481728935,0.0
157,2.0,2541.39,3,1,1,0,1,0,1,1,0,1,2,1,2.0,977.5823481728935,0.0
158,5.0,7221.049999999999,6,0,0,0,1,1,1,3,0,1,5,0,1.0,907.5823481728935,0.0
159,4.0,6016.320000000001,6,0,2,1,1,0,0,2,0,1,4,1,2.0,908.5823481728935,0.0
160,1.0,3024.58,2,0,0,0,1,0,0,1,0,0,2,0,1.0,935.5823481728935,0.0
161,0.0,1148.64,1,0,0,1,0,0,0,0,0,0,1,0,1.0,1001.5823481728935,0.0
162,2.0,3317.47,3,0,1,1,0,0,1,0,0,0,3,0,1.0,940.5823481728935,0.0
163,0.0,3089.24,2,0,1,0,0,1,0,0,0,1,1,0,2.0,956.5823481728935,0.0
164,2.0,2583.85,3,0,1,1,0,0,0,1,0,1,2,0,1.0,1040.5823481728935,0.0
165,5.0,9893.75,9,0,1,0,0,3,3,2,0,2,7,0,4.0,850.5823481728935,1.0
166,2.0,9737.720000000001,8,0,3,2,0,3,0,0,0,4,4,0,6.0,905.5823481728935,0.0
167,3.0,9888.61,9,0,1,0,2,3,2,1,0,1,8,0,6.0,856.5823481728935,1.0
168,4.0,10135.249999999998,9,0,2,1,0,1,3,2,0,2,7,0,5.0,978.5823481728935,0.0
169,3.0,2065.08,3,0,1,0,0,0,2,0,0,1,2,0,0.0,903.5823481728935,0.0
170,4.0,4254.3099999999995,3,1,2,0,0,1,0,1,0,0,4,0,0.0,942.5823481728935,0.0
171,9.0,9865.380000000001,9,0,0,0,0,8,1,0,0,1,7,1,0.0,860.5823481728935,0.0
172,4.0,10150.139999999998,8,0,2,1,0,3,2,0,0,0,8,0,4.0,853.5823481728935,1.0
173,3.0,14061.479999999998,9,0,2,2,2,0,3,0,0,3,6,0,6.0,857.5823481728935,1.0
174,2.0,12893.570000000002,10,0,0,1,2,3,2,2,0,2,7,1,8.0,853.5823481728935,1.0
175,2.0,6008.03,5,0,1,0,1,2,0,1,0,2,2,1,3.0,906.5823481728935,0.0
176,2.0,6733.15,5,0,0,1,0,3,0,1,0,0,4,1,3.0,864.5823481728935,0.0
177,6.0,11826.34,11,1,2,3,0,2,3,2,1,6,4,1,6.0,879.5823481728935,0.0
178,2.0,3504.09,4,0,0,1,2,0,0,1,0,0,4,0,2.0,874.5823481728935,0.0
179,3.0,3168.84,3,0,1,0,1,0,1,0,0,0,2,1,0.0,882.5823481728935,0.0
180,4.0,7970.57,7,0,2,2,1,1,0,1,1,1,3,2,3.0,853.5823481728935,0.0
181,2.0,5663.900000000001,6,0,0,1,0,2,2,1,0,1,5,0,4.0,892.5823481728935,0.0
182,3.0,9279.01,7,0,1,2,0,1,1,2,1,0,4,2,4.0,855.5823481728935,0.0
183,2.0,5947.98,6,0,1,0,2,2,0,1,0,1,5,0,4.0,944.5823481728935,0.0
184,0.0,3734.88,3,0,2,0,0,0,0,1,0,0,2,1,3.0,874.5823481728935,0.0
185,5.0,9254.279999999999,7,0,1,0,1,1,3,1,0,1,6,0,2.0,850.5823481728935,0.0
186,3.0,5550.85,6,0,3,1,0,1,1,0,0,2,4,0,3.0,865.5823481728935,0.0
187,4.0,6898.790000000001,7,0,1,1,2,2,1,0,0,2,5,0,3.0,856.5823481728935,0.0
188,3.0,5126.07,6,0,0,1,3,1,1,0,0,0,5,1,3.0,857.5823481728935,0.0
189,1.0,8633.689999999999,5,0,1,1,0,1,1,1,0,1,4,0,4.0,845.5823481728935,0.0
190,2.0,3083.07,3,1,0,1,2,0,1,0,1,2,1,0,2.0,871.5823481728935,0.0
191,0.0,1065.03,1,0,0,0,0,0,0,1,0,0,1,0,1.0,947.5823481728935,0.0
192,0.0,3836.29,4,0,1,1,1,1,0,0,0,0,4,0,4.0,921.5823481728935,0.0
193,5.0,7368.359999999999,5,0,0,2,1,1,1,0,0,2,3,0,0.0,866.5823481728935,0.0
194,1.0,4313.530000000001,3,0,1,0,0,0,0,2,0,0,3,0,2.0,950.5823481728935,0.0
195,3.0,12479.459999999997,7,0,0,0,0,2,4,1,0,0,6,1,4.0,842.5823481728935,0.0
196,2.0,6346.610000000001,8,0,1,2,2,1,1,1,1,2,5,0,6.0,988.5823481728935,0.0
197,6.0,8456.02,9,0,1,2,3,3,0,0,0,2,7,0,3.0,869.5823481728935,0.0
198,4.0,11648.85,9,0,0,0,3,3,1,2,0,1,7,1,5.0,900.5823481728935,0.0
199,4.0,4323.860000000001,4,0,1,0,1,0,2,0,0,1,3,0,0.0,857.5823481728935,0.0
200,2.0,11117.36,9,0,4,1,1,0,2,1,0,2,6,1,7.0,849.5823481728935,1.0
201,5.0,9167.380000000001,7,1,1,2,0,2,2,1,0,1,6,1,3.0,870.5823481728935,0.0
202,0.0,2511.82,3,0,0,0,1,1,1,0,1,0,2,0,3.0,860.5823481728935,0.0
203,4.0,4376.259999999999,5,0,1,0,0,3,0,1,0,1,4,0,1.0,853.5823481728935,0.0
204,5.0,11444.0,8,0,4,0,1,1,1,1,0,3,5,0,3.0,869.5823481728935,0.0
205,5.0,6904.879999999999,9,0,2,3,1,2,1,0,0,3,5,1,4.0,894.5823481728935,0.0
206,4.0,5633.8099999999995,4,0,1,1,0,0,1,1,0,1,2,1,0.0,919.5823481728935,0.0
207,2.0,4448.26,3,0,0,0,2,1,0,0,0,1,2,0,1.0,1121.5823481728935,0.0
208,4.0,5158.98,5,0,2,0,2,0,0,1,0,1,4,0,1.0,869.5823481728935,0.0
209,4.0,6093.4800000000005,5,0,1,2,0,1,0,1,0,2,3,0,1.0,949.5823481728935,0.0
210,2.0,8805.199999999999,6,0,1,1,1,2,1,0,0,1,4,1,4.0,864.5823481728935,0.0
211,2.0,10073.759999999998,9,0,2,0,2,3,2,0,0,2,5,2,7.0,881.5823481728935,0.0
212,1.0,2429.8,2,0,1,0,1,0,0,0,0,1,1,0,1.0,1029.5823481728935,0.0
213,7.0,13555.56,11,0,2,1,1,2,2,3,1,2,6,2,4.0,870.5823481728935,0.0
214,5.0,6834.460000000001,6,0,0,0,1,2,2,1,0,2,4,0,1.0,898.5823481728935,0.0
215,3.0,8485.16,8,0,1,2,3,0,0,2,0,2,6,0,5.0,845.5823481728935,1.0
216,3.0,5830.969999999999,5,0,0,3,1,1,0,0,0,1,4,0,2.0,858.5823481728935,0.0
217,6.0,11465.249999999998,8,0,3,3,0,1,1,0,0,1,7,0,2.0,846.5823481728935,1.0
218,5.0,4232.68,5,0,0,1,0,2,0,2,0,0,5,0,0.0,856.5823481728935,0.0
219,2.0,7915.57,7,0,1,1,1,2,2,0,1,1,5,0,5.0,882.5823481728935,0.0
220,3.0,7458.69,6,0,2,0,0,2,0,2,0,0,6,0,3.0,857.5823481728935,0.0
221,3.0,6729.84,6,0,0,1,1,0,0,4,0,0,5,1,3.0,860.5823481728935,0.0
222,2.0,2626.81,2,0,0,1,0,1,0,0,0,0,2,0,0.0,862.5823481728935,0.0
223,4.0,9805.5,7,0,1,1,2,1,2,0,0,1,6,0,3.0,894.5823481728935,0.0
224,5.0,6209.459999999999,5,1,1,1,2,0,1,1,0,1,5,0,1.0,843.5823481728935,0.0
225,0.0,2416.13,3,0,0,0,0,1,1,1,0,1,2,0,3.0,879.5823481728935,0.0
226,1.0,1639.95,2,0,0,1,0,1,0,0,0,0,2,0,1.0,958.5823481728935,0.0
227,2.0,5589.13,5,0,1,0,1,2,1,0,0,1,3,1,3.0,868.5823481728935,0.0
228,2.0,5178.17,5,0,0,0,1,2,1,1,0,0,5,0,3.0,919.5823481728935,0.0
229,4.0,4473.07,5,0,2,2,0,1,0,0,0,0,5,0,1.0,902.5823481728935,0.0
230,4.0,11755.6,10,1,0,1,2,5,2,1,0,0,10,1,7.0,878.5823481728935,0.0
231,2.0,5338.64,4,0,0,2,0,1,0,1,0,1,3,0,2.0,887.5823481728935,0.0
232,4.0,4132.44,6,0,0,0,1,1,2,2,0,2,4,0,2.0,983.5823481728935,0.0
233,4.0,5218.620000000001,6,0,0,1,1,1,3,0,0,0,6,0,2.0,859.5823481728935,0.0
234,5.0,11557.99,10,0,4,0,2,1,1,2,0,0,9,1,5.0,853.5823481728935,1.0
235,5.0,9629.609999999999,11,0,0,3,2,0,4,2,1,5,4,1,6.0,844.5823481728935,1.0
236,3.0,5255.34,4,0,1,0,2,0,1,0,0,2,2,0,1.0,848.5823481728935,0.0
237,5.0,7156.79,8,0,2,2,2,1,1,0,0,3,5,0,3.0,868.5823481728935,0.0
238,2.0,5838.6,5,0,2,0,1,1,0,1,0,1,4,0,3.0,949.5823481728935,0.0
239,4.0,12986.130000000001,9,0,1,2,1,4,1,0,0,3,5,1,5.0,843.5823481728935,1.0
240,3.0,5689.530000000001,5,1,1,1,1,0,1,2,1,2,3,0,3.0,930.5823481728935,0.0
241,2.0,3855.87,4,0,1,1,1,1,0,0,0,0,4,0,2.0,889.5823481728935,0.0
242,5.0,7798.25,7,0,1,0,2,3,1,0,0,2,4,1,2.0,973.5823481728935,0.0
243,3.0,8818.380000000001,6,0,1,0,1,3,0,1,0,1,5,0,3.0,916.5823481728935,0.0
244,3.0,6290.66,4,0,0,0,1,1,2,0,0,0,4,0,1.0,1036.5823481728935,0.0
245,4.0,4855.26,5,0,0,1,1,1,0,2,0,1,3,1,1.0,854.5823481728935,0.0
246,5.0,9724.98,9,0,0,2,2,0,2,3,0,4,5,0,4.0,869.5823481728935,0.0
247,3.0,9778.37,7,0,1,0,1,2,1,2,0,1,6,0,4.0,954.5823481728935,0.0
248,2.0,8902.16,6,1,2,0,0,1,3,1,0,3,4,0,5.0,976.5823481728935,0.0
249,5.0,6569.139999999999,9,0,2,2,0,3,1,1,0,2,7,0,4.0,889.5823481728935,0.0
250,5.0,9866.269999999999,7,0,2,1,0,3,0,1,0,2,4,1,2.0,873.5823481728935,0.0
251,3.0,3425.0,4,0,0,0,2,2,0,0,0,1,3,0,1.0,880.5823481728935,0.0
252,3.0,5565.48,5,0,1,0,1,1,0,2,0,0,5,0,2.0,904.5823481728935,0.0
253,1.0,2932.39,4,1,1,1,1,0,1,1,0,2,3,0,4.0,859.5823481728935,0.0
254,4.0,9801.07,7,0,1,0,0,1,1,4,0,2,4,1,3.0,883.5823481728935,0.0
255,6.0,14949.91,12,0,2,3,2,3,1,1,0,3,9,0,6.0,899.5823481728935,0.0
256,3.0,5861.16,5,0,0,1,0,2,2,0,1,1,3,0,2.0,842.5823481728935,0.0
257,1.0,7616.049999999999,5,0,2,1,1,0,1,0,0,1,4,0,4.0,934.5823481728935,0.0
258,0.0,4816.4,5,0,1,0,2,1,0,1,0,2,2,1,5.0,860.5823481728935,0.0
259,1.0,5329.9400000000005,4,0,1,0,1,0,0,2,0,1,3,0,3.0,869.5823481728935,0.0
260,5.0,8587.0,9,0,2,1,2,1,2,1,0,4,5,0,4.0,850.5823481728935,1.0
261,3.0,9137.670000000002,9,0,1,3,0,3,1,1,1,1,7,0,6.0,892.5823481728935,0.0
262,1.0,4597.37,5,0,1,1,0,0,0,3,1,0,4,0,4.0,852.5823481728935,0.0
263,5.0,7902.84,7,0,2,2,1,2,0,0,0,2,5,0,2.0,888.5823481728935,0.0
